partnerId,partnerName,centerId,address,pincode,locality,Remarks 
3325,Jain Diagnostic Centre,3111,"A-4/77, Rohini Sector 16, Delhi - 110089, Near Satyam Hospital ",110089,Rohini Sector 16,
3326,KESAR HOSPITAL,3112,AH-11 Shalimar Bagh Delhi,110088,Shalimar Bagh,
3327,Trusted Diagnostics,3113,"Agra Bypass, Transport Nagar, Agra, Uttar Pradesh. 41 m from HP Petrol Pump, Pin-282002 (India)",282007,SECTO 12 A,
3328,APPLE CARDIAC CARE,3114,"A-3 EKTA NAGAR, STADIUM ROAD OPP CARE HOSPITAL  BAREILLY",243122,OPP CARE HOSPITAL,
3331,CITY DIAGNOSTIC CENTER - HUBLI,3118,"Royal touch complex Shop No: 8 Beside Karnataka Cloth Palace, Sangeeta Mobil, traffic police station",580020,Ganesh Peth,
3331,CITY DIAGNOSTIC CENTER - HUBLI,3478,"royal touch complex, basement floor opposite of koravi plaza, ganesh straight cross hubbali, 580021",580021,Hubballi,
3331,CITY DIAGNOSTIC CENTER - HUBLI,10798,"Royal touch complex Shop No: 8 Beside Karnataka Cloth Palace, Sangeeta Mobil, traffic police station",580020,Waddar Oni Near Ganesh Peth,
3338,BALAJI MEDICARE HOSPITAL,3125,"132-A, ASHOK NAGAR BASTI SHEIKH ROAD JALANDHAR",144002,ASHOK NAGAR,
3338,BALAJI MEDICARE HOSPITAL,9382,131-A Tagore Nagar Road Opp Hindustan Surgical Jalandhar inside balaji hospital 160009,160009,Hindustan Surgical,
3338,BALAJI MEDICARE HOSPITAL,14244,"129A, Basti Shokh Road, Tejmohan Nagar, Jalandhar, Punjab. 10 m from Balaji Medicare Hospital, Pin-144002 (India)",144002,Tejmohan Nagar,
3339,KASHI HOSPITAL,3126,"BHIKHARIPUR, HYDLE GATE, B.L.W., VARANASI ",221004,BHIKHARIPUR,
3340,MICRO LAB MEDICAL DIAGNOSTIC LABORATORY,3127,"Shop No 1, Punjabi Bagh, Adj. Rex Gym, Near Matharoo Chowk, Ludhiana",141001,Civil Line,
3343,SERUM DIAGNOSTIC AND IMAGING CENTRE,3128,"INFRONT OF OLD WOMANS COLLEGE, KASHIPUR, SAMASTIPUR",848101,Samastipur,
3353,Gubbi Diagnostics,3138,"11-1872/21,Vasant nagar opposite GOVT.I T I college Bus stand road Kalaburagi ",585102,Vidyanagar,
3374,Mitharwal X Ray and Diagnostic Centre,3150,"Opp. Kamla Modi Dharmshala, Near Govt. Hospital, Neem ka Thana.",332713,Neem Ka Thana,
3378,Shree Vighnaharta Superspeciality Hospital,3153,"Shree Vighnaharta Superspeciality Hospital, 1-22, SN 159, Nahata Nagar, Near Manjushri Gas Godown, Nakane Road, Dhule -424002",424002,Nahata Nagar,
3378,Shree Vighnaharta Superspeciality Hospital,10752,"Shree Vighnaharta Superspeciality Hospital, 1-22, SN 159, Nahata Nagar, Near Manjushri Gas Godown, Nakane Road, Dhule -424002",424002,Nahata Nagar,
3378,Shree Vighnaharta Superspeciality Hospital,14317,"Shree Vighnaharata Superspeciality Hospital, Nahata Nagar, Nakane Rd, Dhule, Maharashtra 424002",424002,Akata Nagar,
3380,Batra Hospital,3156,"Mahavir Marg Mission Compound, Hamidpura, near Golak Natn Memorial Church, Adarsh Nagar, Jalandhar",144001,Adarsh Nagar,
3382,Dhanwantari Hospital And Criticare Center ICU,3160,"Pune Baramati Road. Dinkar Complex, opp. S.T.Stand, Swarna Nagari, Saswad, Maharashtra",412301,Swarna Nagari,
3383,PALWAL HOSPITAL,3161,"OLD G T ROAD,NEAR NEW SOHNA MOD,PALWAL-",121102,Arya Nagar Colony,
3383,PALWAL HOSPITAL,15673,"OLD G T ROAD,NEAR NEW SOHNA MOD,PALWAL-",121102,Arya Nagar Colony,
3383,PALWAL HOSPITAL,16898,"Hospital, near Palwal, Moti Colony, Palwal, Haryana 121004",121004,Arya Nagar Colony,
3384,NATIONAL INSTITUTE OF MEDICAL SCIENCES,3162,"SECTOR 23 A ,FARIDABAD-121005",121005,Sector 23A,
3384,NATIONAL INSTITUTE OF MEDICAL SCIENCES,9183,"Nims Hospital, 23, Block E, Sanjay Colony, Sector 23, Faridabad, Haryana 121005",121005,Sector 23,
3384,NATIONAL INSTITUTE OF MEDICAL SCIENCES,15967,"SECTOR 23 A ,FARIDABAD-121005",121005,Sector 23A,
3387,SK MEDICAL CENTRE&MEDICAL DIAGNOSTIC LABORATORY,4161,"C/o GURJIT SINGH, HOUSE NO. B/36/928, STREET NO. 08, NEAR GS MEMORIAL SCHOOL, New BRS Nagar , LUDHIANA-141012, PUNJAB, INDIA opp platinum grand palace road ",141012,Ludhiana,
3389,Agarwal Hospital,3166,"Sawai Madhopur Road, Tonk,",304001,Gulzar Bagh,
3389,Agarwal Hospital,6110,"Park plaza city, S M road, Tonk, Rajasthan - 304001",304001,tonk,
3389,Agarwal Hospital,19690,"Park plaza City, Park plaza City, Sawai Madhopur Rd, Gulzar Bagh, Tonk, Rajasthan 304001, India",304001,Tonk,
3394,Sharma Diagnostic Centre,3171,"STC Road, Bharatpur Ho, Bharatpur - 321001 (Behind RBM Hospital)",321001,Tilak Nagar,
3395,KS GILL DIAGNOSTIC,3172,oppiste Pannu Dairy chhacbhal Road Amritsar,143001,Rani Ka Bagh,
3397,Satyam Diagnostic Centre,3174,"Near LIC Office, Lal Kothi, Kotputli, Rajasthan",303108,Near LIC Office,
3398,Authentic Health Wellness Centre,3175,Opposite JBM Mart near Naka chungi kunhadi 324008 Kota,324001,Police Line,
3398,Authentic Health Wellness Centre,5149,om apartment Opposite JBM Mart near Naka chungi kunhadi kota 324006,324006,Rampura,
3403,Uday Diagnostic  Beawar,3180,"34,Radho Uday Gahlot Lane Sds School Marg,Shahpura Mohalla,Beawar",305901,Bakoliya Colony,
3406,ANNAMALAIYAR MEDICAL FOUNDATION,3184,"Annamalaiyar Medical Foundation, 25, Pavazhakunduru othavada street, vasavi mahal, Big St, opp. street, Pavazhakundur, Tiruvannamalai, Tamil Nadu 606601, India",606601,Tiruvannamalai,
3406,ANNAMALAIYAR MEDICAL FOUNDATION,18660,"79, Big St, 79, Big St, Pavazhakundur, Tiruvannamalai, Tamil Nadu 606604, India",606604,Tiruvannamalai,
3408,CHANDIGARH CLINICAL LABORATORY,3186,"17- B, Purshotam Garden, Karnal, Nr vishal Mega Marth, Haryana- 132001.",132001,Purshotam Garden,
3410,ROYAL DIAGNOSTIC CENTRE-JEHANABAD,3187,"Khusbhoo Apartments, Unnamed Road, Budh Lilla Market, Jehanabad, Bihar. 4 m from Lucky Janch Ghar, Pin-804408 (India)",804408,Budh Lilla Market,
3411,Patel diagnostic centre,3188,BT  road beside chhabi hotel  770001,770073,BT ROAD,
3415,J P DIAGNOSTIC & RESEARCH CENTRE,3192,"ADP Road, Professors Colony, Palashani, Nagaon, Assam. 28 m from Vivo Service Centre, Pin-782003 (India)",782003,Palashani,
3415,J P DIAGNOSTIC & RESEARCH CENTRE,9177,"Lawkhuwa Road, Diphalu, Nagaon, Assam 782003",782001,Ratnapur,
3419,S C BOSE DIAGNOSTICS,3196,"Unnamed Road, Balurghat, West Bengal. 16 m from Sonoscan Health Centre Pvt Ltd, Pin-733101 (India)",733101,Balurghat H.O,
3419,S C BOSE DIAGNOSTICS,9476,"raghunathpur, balurghat beside majumder nursing home - 733103",733103,Chak Sridhar,
3422,Jeevan Nursing Home,3198,"ROHTAK GATE CHOWK , DADRI ROAD , NEAR KHASSA HOSPITAL , BHIWANI - HARYANA",127021,Jain Nagar,
3431,"Lifecare Scan & Research centre, Durg",3206,"Tiles House, Damdha Road, Mohan Nagar, Durg, Chhattisgarh. 7 m from Balwant Medicos, Pin-491001 (India)",491001,Mohan Nagar,
3433,1st Choice Pathology Lab,3208,"27-B, Opp. Khushlok Hospital, Shahdana Colony, Bareilly, Uttar Pradesh",243005,Deen Dayal Puram,
3439,HEALTHPLUS DIAGNOSTICS,15994,Plot No. B 116 Flat No. G 2 Shalimar Garden Ext. 2 Sahibabad Ghaziabad Uttar Pradesh 201005.,201005,Shalimar Garden Extension 2,
3471,City Ultrasound & X Ray Centre,3248,"Shop no.3, Rishi Nagar, Near Khanna Hospital,  Hisar",125001,Rishi Nagar,
3471,City Ultrasound & X Ray Centre,14286,"5P79+HHR, Rishi Nagar, Hisar, Haryana 125011",125011,Rishi Nagar,
3477,SIAHAR INTERNATONAL HOSPITAL,3251,"maid de chakki , shimlapuri , Ludhiana",141012,Madhuban Enclave,
3479,Shivalaya Hospital,3253,"PLOT NO.0137 NEAR SPR SOCIETY, SEC-82",121004,"NEAR SPR SOCIETY, SEC-82",
3480,BANSAL DIAGNOSTIC CENTER,3254,"26,Madhuban Colony,Near Hondacity Showroom Tank Road Jaipur",302015,Tonk Phatak,
3489,K K Hospital,3259,Mahadeva BazarBasti Near HP Gas Agency,272182,HP Gas Agency,
3491,PMC Nursing Home,3261,"Malviva Road, Gandhi NagarBairehwa, Basti",272001,Ahamad Nagar,
3493,Saroj Hospital,3263,"7, Magniram AppartmentCity Road, MadanganjKishangarh",305801,"7, Magniram AppartmentCity Road, MadanganjKishanga",
3507,Dr. Plus Health Care Centre,4010,"""DR-PLUS HEALTHCARE CENTRE 'NATHANI HEIGHTS' B -WING, SHOP NO. 51, GROUND FLOOR,BEFORE AXIS BANK ,BELASSIS ROAD, OPPOSITE MUMBAI CENTRAL STATION (EAST) MUMBAI-400008",400008,Mumbai Central,
3507,Dr. Plus Health Care Centre,10385,"NATHANI HEIGHTS "" 42, GROUND FLOOR, STATION (EAST, opposite MUMBAI CENTRAL, Mumbai, Maharashtra 400008",400008,Mumbai Central,
3507,Dr. Plus Health Care Centre,13386,"DR-PLUS HEALTHCARE CENTRE, NATHANI HEIGHTS "" 42, GROUND FLOOR, STATION (EAST, opposite MUMBAI CENTRAL, Mumbai, Maharashtra 400008",400008,Mumbai Central,
3507,Dr. Plus Health Care Centre,15735,"DR-PLUS HEALTHCARE CENTRE, NATHANI HEIGHTS "" 42, GROUND FLOOR, STATION (EAST, opposite MUMBAI CENTRAL, Mumbai, Maharashtra 400008",400008,Mumbai Central,
3509,Doctors Diagnostic Centre,3278,"29-25-9, Prakasam Road, Palleam Peddeswara Rao, Vijayawada, Andhra Pradesh. 1 m from Askthesaint Com, Pin-520002 (India)",520002,Palleam Peddeswara Rao,
3510,AG DIAGNOSTICS & HEALTH CARE SERVICES,3279,"NO:23, CHANDRA GANDHI NAGAR, BY PASS ROAD, PONMENI BUS STOP, MADURAI.-625010.",625016,Madurai North,
3518,Agilus Diagnostics (Formerly SRL),3392,"AGILUS DIAGNOSTICS, PLOT NO.1, GAIWADI INDUSTRIAL ESTATE, PRIME SQUARE BUILDING, S V ROAD, NEAR KAMAT CLUB & PATEL AUTO, OPP MTNL,  GOREGAON (WEST)  .MUMBAI - 400 062 (MAHARASHTRA).",400062,Goregaon West,
3518,Agilus Diagnostics (Formerly SRL),3396,"XP58+XC2, above bata show room, near hypercity, Lakshminarayana Pura, Kundalahalli, Brookefield, Bengaluru, Karnataka 560066",560037,Kundalhalli,
3518,Agilus Diagnostics (Formerly SRL),3402,"Agilus Diagnostics - Palam Marg, Vasant Vihar, New Delhi, 13, Palam Marg, opposite Malai Mandir, Block B, Vasant Vihar, New Delhi, Delhi 110057, India",110057,New Delhi,
3518,Agilus Diagnostics (Formerly SRL),3404,"""AGILUS DIAGNOSTICS, Opposite St Raphael’s Higher Secondary School, Old Sehore Road, Residency Area, Indore-452001",452001,Nehru Nagar,
3518,Agilus Diagnostics (Formerly SRL),3405,"AGILUS DIAGNOSTICS, DR RANA , 32 A , AJIT NAGAR OPP- WATER TANK , AMRITSAR-143001",143001,Ranjit Avenue,
3518,Agilus Diagnostics (Formerly SRL),3409," PLOT NO 104 TO 106,  ANIMISHAI PEARL, COLLECTORATE JUNCTION,VISAKHAPATNAM-530002",530002,Maharanipeta,
3518,Agilus Diagnostics (Formerly SRL),3410,"SRL LIMITED,  57, COWLEY BROWN ROAD, RS PURAM, COIMBATORE- 641002. ",641002,RS Puram,
3518,Agilus Diagnostics (Formerly SRL),3412,"1st Floor, 101 to 108, The Grand Mall, Opp. SBI Zonal Office, Ambawadi, Ahmedabad - 380015.",380015,Ambavadi,
3518,Agilus Diagnostics (Formerly SRL),3413,"Unit no CG 017, Ground floor  The Palm Spring Plaza, Golf Course Road,Sector 53-54 near Rapid Metro",122001,Sector 54,
3518,Agilus Diagnostics (Formerly SRL),7439,"101+102, Building-C, Pinnac Raj, 1A/1A/1/1, near S.No. 155, Aundh, Pune, Maharashtra 411007",411007,Aundh,
3518,Agilus Diagnostics (Formerly SRL),7600,"6-3-455, Ground & 1st Floor, Titus Sharma Complex,Panjagutta Hyderabad. Opp:- Model House. Telangana 500082",500082,Punjagutta,
3518,Agilus Diagnostics (Formerly SRL),7680,"AGILUS DIAGNOSTICS, No. 22/97, KGEYS VEDHA RANGHAA NIVAS, NEAR ASHOK NAGAR POLICE STATION, 4TH AVENUE, DR AMBEDKAR ROAD, ASHOK NAGAR, CHENNAI 600083.",600083,Kodambakkam,
3518,Agilus Diagnostics (Formerly SRL),7681,"A-1/17, PRASHANT VIHAR  OUTER RING ROAD, NEAR ROHINI COURT,ROHINI,NEW DELHI-110085",110085,Rohini Sector 14 Extension,
3518,Agilus Diagnostics (Formerly SRL),14404,"Sector V, Bidhannagar, Ground & 8th, Srijan Techpark. DN-52 , Saltlake, floor, Sector V, Kolkata, West Bengal 700091",700091,Sector 5,
3518,Agilus Diagnostics (Formerly SRL),16329,"Century Automob Bld, Falnir Road, Falnir, near Motimahal, Mangaluru, Karnataka 575001",575001,Avery Circle,
3518,Agilus Diagnostics (Formerly SRL),16819,"416, Civil Hospital Road, opp. Kalpana Chawla Medical College, above Om Ultrasound & X Ray, Ashoka Colony, Dyal Singh Colony, Karnal, Haryana 132001",132001,Sector 26,
3518,Agilus Diagnostics (Formerly SRL),16820,"BG05 & BG56, Aditya Mall, Shop no, Indirapuram, Ghaziabad, Uttar Pradesh 201014",201014,Indirapuram,
3518,Agilus Diagnostics (Formerly SRL),16821,"Dolphin Galaxy, Near Ulubari Flyover, Ulubari, Guwahati, Assam 781007",781007,Ulubari,
3518,Agilus Diagnostics (Formerly SRL),17838,"AGILUS DIAGNOSTICS , 49/2, Nittoor Square, Opp. Balaji Medical S Kariyappa Road, Basavangudi, Bangalore-560004",560004,Basavanagudi,
3518,Agilus Diagnostics (Formerly SRL),19108,"SRL Diagnostics, 2RHR+JG5, Taikalwadi Marg, Mahim West, Matunga West, Mumbai, Maharashtra 400016, India",400016,Mumbai,
3518,Agilus Diagnostics (Formerly SRL),19109,"SK Tower, 5XR8+CVP, Hariniwas Cir, Deep Jyoti Society, Bhakti Mandir, Panch Pakhdi, Thane West, Thane, Maharashtra 400602, India",400602,Thane,
3519,Agilus Diagnostics (Formerly SRL),14247,"AGILUS DIAGNOSTICS, DR RANA , 32 A , AJIT NAGAR OPP- WATER TANK , AMRITSAR-143001",143001,Ranjit Avenue,
3519,Agilus Diagnostics (Formerly SRL),16313,"14/2, 2nd floor, Sri skandha towers, Cowley Brown Rd, R.S. Puram, Coimbatore, Tamil Nadu 641002",641002,RS Puram,
3526,R.S.HEALTHCARE,3294,"GAYATRI MANDIR ROAD, RAJENDRA MEDICAL HALL, SHAMBLI GATE, SUDNA",822102,Daltonganj,
3550,AASTHA HOSPITAL AND RECEARCH CENTRE,3304,"RAM NAGAR CHOWK, DATALA ROAD, NEAR OLD RTO OFFICE,BOKARE LAY OUT,CHANDRAPUR,MAHARASHTRA-442401",442401,Hanuman Nagar,
3555,Hope Diagnostic & Research Centre,3305,"Gandhinagar, Park Rd, Gorakhpur",273001,Civil Lines,
3556,CRYSTAL PATHOLOGY LABORATORY,22000,"XM22+6P5, XM22+6P5, Ahmedabad, Gujarat, India",382445,Ahmedabad,
3562,RxDx Healthcare,3312,"Kundalahalli Main Rd, opp. Graphite India, EPIP Zone, Whitefield, Bengaluru, Karnataka 560048",560048,Whitefield,
3562,RxDx Healthcare,3313,"Site No 34/1 B, First Floor, above Dominos Pizza, opposite Sai Baba Ashram, Kadugodi, Bengaluru",560067,Kadugodi,
3562,RxDx Healthcare,15162,"Khata No 39, Circle, 77/1, Sarjapur - Marathahalli Rd, opposite to Canara Bank, Dommasandra, Bengaluru, Karnataka 562125",562125,Dommasandra Anekal Taluka,
3562,RxDx Healthcare,15164,"No: 29, 11th Main Rd, near Cluny Convent High School, Malleshwaram, Bengaluru, Karnataka 560003",560003,Malleswaram West,
3562,RxDx Healthcare,15180,"45G, ITPL Main Road, RMZ Centennial, Industrial Area Phase 1, Doddanekundi, Bengaluru, Karnataka. 7 m from Image Core Lab Pvt Ltd, Pin-560066 (India)",560066,Doddanekundi,
3562,RxDx Healthcare,15183,"No: 29, 11th Main Rd, near Cluny Convent High School, Malleshwaram, Bengaluru, Karnataka 560003",560055,Malleswaram West,
3562,RxDx Healthcare,15184,"Ground Floor, Tower A, Corporate Block, DIAMOND DISTRICT, HAL Old Airport Rd, ISRO Colony, Domlur, Bengaluru, Karnataka 560008",560008,Domlur,
3567,Dr. Singh's City Hospital & Medical Research Centre,3323,"Plot no 32,sector 4,kalamboli",410218,Kalamboli,
3568,Salus Medical Diagnostic Center Pvt Ltd,3320,"Kareem Manzil, Hyderguda Main Road, Mutyala Bagh, Hyderguda, Hyderabad, Telangana. 8 m from Toyota Yashoda Krishna Toyota, Pin-500029 (India)",500029,Hyderguda,
3569,Salus Medical Diagnostics Private Limited,3321,"177, 3-6-57, Hyderguda Road, Himayatnagar, Hyderabad, Hyderabad, Telangana, Telangana 500029",500029,King Koti,
3570,AADHIRAMA MICRO LABAORATORY,3332,"1st Floor, Mettupalayam Rd, opp. to Federal bank, Themaiyan Street, Koundampalayam, Coimbatore, Tamil Nadu 641030",641030,Kavundam Palayam,
3607,Adarsh Diagnostics,3329,"Sri Ranga Heights, 29-3-23, Venkateswara Rao St, Opposite Road I.V. Palace, Venkatswara Rao Street, Governor Peta, Vijayawada, Andhra Pradesh 520002",520002,Governor Peta,
3608,Balaji Medical centre,3330,"Shree Heights, Kuloor - Kavoor Rd, Padukodi, Mangaluru",575013,Shree Heights,
3610,Mediworld Healthcare Multispeciality Hospital,3333,"Near Sai Mandir, Main Taj Highway Road, Shriram Enclave,noida extension, noida,U.P",201009,near sai mandir,
3611,NIDAAN DIAGNOSTICS - JAMMU,3334,"326, Apsara Road, Gandhi Nagar, Jammu, Jammu & Kashmir. 45 m from Monte Carlo, Pin-180004 (India)",180004,Gandhi Nagar,
3613,RLC Multispeciality Hospital,3337,"Raipur Road, Kharora, Mahasamund, Mahasamund District, Chhattisgarh. 42 m from RLC Multispeciality Hospital, Pin-493445 (India)",493445,Raipur Road,
3614,laxmi diagnostics,3338,"OPP BUS STOP, NEAR RAGHAVENDRASWAMY MUTT,SHETTYHALLI GATE TUMKUR  ",572102,Dasappa Garden,
3622,PITAMBER DIAGNOSTICS PVT. LTD.,3340,"near transport nagar metro station,amar shaheed path,lucknow",226012,Transport Nagar metro station,
3631,AMPATH First Choice Diagnostic Centre,3344,"Shop no. 69,Gali no-9,near ahkil homeopathic store,gandhi colony,main road,muzzafarnagar",251001,Gandhi Colony,
3648,Keshav Clinic Laboratory,3349,"11, Savsar Plot Opp. Ayodhyapuri Temple Nr. Kagathara Hospital Opp. Dev Physiotherapy, beside Amrutam Hospital, Morbi, Gujarat 363641",363641,Sardar Nagar,
3651,TRADICINE CLINIC-LAB & SCAN,3351,"TRADICINE HEALTH CARE PVT.LTD, VARTHUR, 10, Balagere Rd, opp. ECO LIFE APARTMENTS, Bengaluru, Karnataka 560087",560087,Varthur Near Marattahalli,
3655,Medgreen Medical Centre ( WellCare inside ),3367,Medgreen medical Centre ( WellCare inside ) 388 Bharathiyar road  Siddhapudur  Coimbatore 641044,641044,Siddhapudur,
3657,Twin City Diagnostic Centre,3358,"Plot No: 4-B, Phase-1, Sector -11, Opp Shiv Sena Office, Nerul (E)-400706",400706,Nerul,
3659,Shalby hospital,3359,"RD Tower, MR 4 Road, Vijay Nagar, Jabalpur, Madhya Pradesh. 19 m from Shalby Multispeciality Hospital, Pin-482002 (India)",482002,Vijay Nagar,
3659,Shalby hospital,7274,"Plot-B Scheme No. 5 Ahinsha Chowk. Landmark: Near Canara Bank, Jabalpur",482002,Vijay Nagar,
3659,Shalby hospital,11399,"Near Navyug College, Rander Road, Adajan, Surat, Gujarat, 395009, India",395009,Adajan,
3659,Shalby hospital,16864,"Gandhinagar Hwy, opp. Karnavati Club, Ramdev Nagar,  Ahmedabad, Gujarat 380015",380015,Satellite,
3669,Surana Sethia Hospital,3994,"Surana Sethia Hospital, Sion - Trombay Rd, Suman Nagar, Chembur, Mumbai, Maharashtra 400071, India",400071,Mumbai,
3677,Blu path lab,3370,"416, jawar marg, Nagda. Dist- Ujjain",456335,Nagda,
3678,Aaryan Institute of Medical Sciences(Adhoc),3371,"Near Nava Naka,Opp Swaminarayan Temple, Mandvi,Mahesh Nagar, Kutch",370465,Kutch,
3679,Sun healthcare,3372,"11,Vijay Kiran Apartment,Opposite To Nilesh Super Market,Chandak Circle,Tidke Colony,Nashik",422002,Tidke Colony,
3690,Yash Diagnostic Centre (A Unit of Kunwardas Welfare Trust),3382,"YASH DIAGNOSTIC CENTRE JAUNPUR, 702,VISHESHARPUR,PACHHATIA, Azamgarh Rd, Husainabad, Jaunpur, Uttar Pradesh 222002, India",222002,Jaunpur,
3694,HEALTH HEAL DIAGNOSTIC CENTRE,3386,"63 Russa road, fastlane 1,  Kolkata 700033 ",700033,Kalighat,
3695,SK DIAGNOSTIC CENTER GANGAPUR CITY,3387,opp agasen marbel,322201,GANGAPUR CITY,
3697,Redcliffe Life Diagnostics,19970,"Redcliffe Labs - Collection Center, Shop No 1, Kabir Ngr, Sahar Rd, behind Sheeba Apartments, Mahatma Kabir Nagar, Chakala, Andheri East, Mumbai, Maharashtra 400099, India",400099,Mumbai,
3697,Redcliffe Life Diagnostics,19971,"Cult Brigade Road | Fitness Center in Ashok Nagar, Bangalore, 4th Floor, Cult, Eva Mall, 157, Brigade Rd, Shanthala Nagar, Ashok Nagar, Bengaluru, Karnataka 560025, India",560025,Bengaluru,
3697,Redcliffe Life Diagnostics,19972,"Arunachal Building, Arunachal Building, 19, Barakhamba Rd, Barakhamba, New Delhi, Delhi 110001, India",110001,New Delhi,
3697,Redcliffe Life Diagnostics,19973,"Thiru Vi Ka Industrial Estate, Thiru Vi Ka Industrial Estate, SIDCO Industrial Estate, Guindy, Chennai, Tamil Nadu 600032, India",600032,Chennai,
3697,Redcliffe Life Diagnostics,19974,"Telangana Bhavan, Telangana Bhavan, Telangana Rashtra Samithi, 8-2-293/157/B/C, Road No. 10, Bhavani Nagar, Banjara Hills, Hyderabad, Telangana 500034, India",500034,Hyderabad,
3697,Redcliffe Life Diagnostics,19975,"Nyati Unitree, 6th Floor, 1289, 2, Nagar Rd, near Gunjan Theatre, Blue Hill Society, Yerawada, Pune, Maharashtra 411006, India",411006,Pune,
3697,Redcliffe Life Diagnostics,19976,"Sindhu Bhavan, 2GP9+5PV, Judges Bunglow Rd, Bodakdev, Ahmedabad, Gujarat 380054, India",380054,Ahmedabad,
3697,Redcliffe Life Diagnostics,21896,"Samyak Tower, 39, Pusa Rd, in front of Metro Pillar No.121, Block 9A, New, Karol Bagh, New Delhi, Delhi, 110005, India",110005,New Delhi,
3697,Redcliffe Life Diagnostics,21983,"4, Rajiv Gandhi Salai, 4, Rajiv Gandhi Salai, Thirumalai Nagar Annexe, Tharamani, Chennai, Tamil Nadu 600113, India",600113,Chennai,
3699,Chinnari Hospital,3390,"2nd Cross Rd, Sai Nagar, Anantapur, Andhra Pradesh 515001",515001,Sai Nagar,
3699,Chinnari Hospital,10414,"Chinnari Hospital, 2nd Cross Rd, Sai Nagar, Anantapur, Andhra Pradesh 515001",515001,Central Excise Colony,
3701,Lalgarhia Hospital,3414,"LALGARHIA HOSPITAL 96, VARINDAVAN VIHAR, GAGAN PATH",335001,gagan path,
3704,Panchmukhi Hospital,3416,"Panchmukhi Hospital, 7Q8M+6R6, Poonam Society, Mavdi, Chokdi, Rajkot, Gujarat 360004, India",360004,Chokdi,
3704,Panchmukhi Hospital,16025,"Unnamed Road, Rajkot West, Rajkot District, Gujarat. 4 m from Bajrang Engineering, Pin-360005 (India)",360005,Rajkot West,
3705,Adarsh Diagnostics,3418,"Sri Ranga Heights, 29-3-23, Venkateswara Rao St, Opposite Road B.V. Palace, Venkatswara Rao Street, Governor Peta, Vijayawada",520002,Venkatswara Rao Street,
3706,Standard Pathology,3419,"Standard Pathology, near SBI, Dabauli, Ratan Lal Nagar, Kanpur, Uttar Pradesh 208022, India",208022,Kanpur,
3710,Excel Diagnostic Center (rajkot),3423,"12,13,14,Upper Level, Kim Plaza Raiya Road Changa Khana Restaurant,Near Hanuman Madhi Cross Roads,",360007,Rajya Road,
3710,Excel Diagnostic Center (rajkot),22943,Anjana Vitthal Plaza First Floor Below Bhosari Fly Over Pune Nashik Hyw Bhosari,411039,Bhosari,
3711,Excel Diagnostic Center - Rajkot,3425,"12,13,14,Upper Level, Kim Plaza Raiya Road Changa Khana Restaurant,Near Hanuman Madhi Cross Roads,",360007,Chotu Nagar,
3716,Sujay Hospital & Maternity Home,3430,"Swatantrya Chowk - Pande Chowk Rd, near Parikh Park, Onkar Nagar, Jaikisan Wadi, Jalgaon, Maharashtra 425001",425001,Onkar Nagar,
3716,Sujay Hospital & Maternity Home,17360,"Hira Panna Apartment, Sindhi Colony Road, Omkar Nagar, Jaikisan Wadi, Jalgaon, Maharashtra. 10 m from Axis Bank ATM, Pin-425001 (India)",425001,Jaikisan Wadi,
3732,Aravali Hospital,3438,"332, Ambamata Scheme - A Rd, Ambamata, Udaipur, Rajasthan 313004",313004,Ambamata Scheme - A Rd,
3733,Perfect imaging and ultasound centre,3767,"Opposite heera sons,kaladhungi road,mukhani,haldwani,uttarakhand -263139",263139,Heera Nagar,
3801,A 2 Z Diagnostic Centre,4106,"859 KHIRJI MORE NEW ANAND PURI, NAMKUM RANCHI",834010,Khijri B.O,
3811,A R M Diagnostics Center-Daund,3678,"A R M Diagnostics Center C/O. Sharddha Hospital and Icu Meera Society Road, Shalimar Chowk, Daund, Maharashtra 413801",413801,Shalimar Chowk,
3854,Accu Labs - Mangalore,4344,"Belvue Apartments, Opp. Axis Bank, Next To Alwyn Driving School., Valencia, Mangaluru, Karnataka 575002",575002,Kankanady,
3871,Aditya Diagnostics,10339,"Aditya Diagnostics CT SCAN CENTER, 18-5-184, Laxmi Nagar, Maruthi Nagar, Godavarikhani, Ramagundam, Telangana 505209, India",505209,Ramagundam,
3876,Advance Diagnostic Center,17047,"Kalindi, Shri Maharshi Dayanand Raj Marg, Kochipura, Sultanpura, Vadodara, Gujarat. 0 m from Marhaba Footwear, Pin-390001 (India)",390001,Sultanpura,
3878,Advance Diagnostic Centre - Dhar,6155,"Indira Colony, Dhar, Madhya Pradesh 454001",454001,Indira colony,
3917,ALLIED DIAGNOSTIC CENTRE,7327,"Shop no. 06, Ground Flr B-1 vrindavan Mittal Shopping Centre, Near Citizen Bank Opp. Citizen Aster Bldg, Naigaon (East). 401208",401208,Bapane,
3917,ALLIED DIAGNOSTIC CENTRE,16004,"Shop no. 06, Ground Flr B-1 vrindavan Mittal Shopping Centre, Near Citizen Bank Opp. Citizen Aster Bldg, Naigaon (East). 401208",401208,Bapane,
3932,AMAR Hospital ADHOC,19956,"Amar Hospital, near maruti car agency opp new vrain market, PMQV+VC2, Kaithal - Pundri - Karnal Rd, Assandh, Haryana 132039, India",132039,Assandh,
3933,AMAR MEDICAL CENTRE,17949,15 VIJYANT KHAND GOMTI NAGAR LUCKNOW-226010,226010,GOMTI NAGAR,
